,depot,WinMart+,Trường Mầm non Thịnh Liệt (cơ sở Giáp Nh,Trường Mầm non Hoa Mai,Trường mầm non Vườn Hồng,WinMart+,WinMart+,Siêu thị Đức Thành,WinMart+,Siêu Thị T-Mart,Trường Trung học cơ sở Tân Định,Trường Tiểu học Hoàng Liệt,WinMart+,WinMart+,Cục Dự trữ Nhà nước khu vực Hà Nội,Trường Mầm Non Đại Từ,WinMart+,Cà Phê Parkland,Trường Mầm non Định Công (Cơ sở 3),Highlands Coffee,WinMart+,WinMart+,Trường Mầm non Hoàng Liệt (cơ sở Tứ Kỳ),WinMart+,WinMart+,Trường Mầm non Sao Mai,KFC,Trường Đại học Công nghệ và Quản lý Hữu ,Không có tên,WinMart+,Không có tên,WinMart+,MM Mega Market Hoàng Mai,Trường Tiểu học Đại Kim,Không có tên,Không có tên,Cà Phê 3k,Không có tên,WinMart+,WinMart+,WinMart+,Trường Tiểu học Chu Văn An,AEON MaxValu Linh Đàm,WinMart+,WinMart+,WinMart+,Trường Mầm Non Hoạ Mi,WinMart+,WinMart+,Trường Tiểu học Chu Văn An,WinMart+,WinMart+,Trường Mầm non A Tứ Hiệp,Cà Phê KOK,Không có tên,Trường Đại học Kinh tế - Kỹ thuật Công n,WinMart+,Trường Quốc tế Singapore,WinMart+,Trường Tiểu học Tam Hiệp,WinMart+,Delícia Coffee & Lounge,UBND phường Khương Thượng,WinMart+,Siêu thị B11 Kim Liên,WinMart+,Cà Phê Big One,Trường Mầm non Đại Thanh,siêu thị 24h ninja mark,Trường Mầm non Tứ Hiệp (điểm Cổ Điển B),WinMart+,Không có tên,Quan an Nam Nhu 1,WinMart+,Taste Tea,WinMart+,WinMart+,Trường Cao đẳng Hà Nội,TK mark,Hội đồng nhân dân - Ủy ban nhân dân phườ,Trung tâm Công nghệ Phần mềm Thủy lợi,WinMart+,Không có tên,Cafe Dinh,Trường Trung học cơ sở Yên Mỹ,WinMart+,Coffee Cây,Trường Mầm non Tứ Hiệp (điểm Đồng Trì),Trường Mầm non Lĩnh Nam (cơ sở 2),Chợ Nhân Chính,Cục Sở hữu Trí tuệ,WinMart+,Kho bạc Nhà nước Đống Đa,Tịnh Cafe,Trường Mầm non Yên Mỹ,WinMart+,5050 Rooftop Cafe & Pub,Thuế cơ sở 4 thành phố Hà Nội,Trường Trung học cơ sở Lĩnh Nam,WinMart+,WinMart+,WinMart+,Cửa Hàng Tiện Lợi BV Mart,Đảng uỷ - HĐND - UBND phường Thanh Xuân,Starbucks,WinMart+,WinMart+,WinMart+,Phường Ô Chợ Dừa,Chợ Xanh Văn Quán,Noble Moment,WinMart+,Co.opmart,WinMart+,9.0cafe,The Coffee House,Cục Tần số vô tuyến điện,Everything Coffee 'N Bagel,Starbucks,Chợ Trung Kính,Trường Mầm non Kim Lan,WinMart+,Trường Trung học cơ sở Văn Đức,Trung tâm Hỗ trợ doanh nghiệp Hà Nội,Trường Mầm non Văn Đức (điểm Chử Xá),WinMart+
WinMart+,19.842145,21.070391,22.234725,23.135983,18.321347,22.315740,22.016436,25.489834,20.984805,25.025839,24.193738,25.008982,22.168730,25.665993,26.299228,23.465642,25.807964,18.919816,18.334387,22.969295,26.454621,26.796880,23.177732,24.453910,25.569723,16.947533,25.308566,25.632117,29.491214,0.000000,23.973410,25.549683,25.510678,17.863701,25.123003,24.380502,23.902016,23.882222,18.375605,24.755138,27.084398,26.565557,23.920827,25.482818,23.889779,16.179403,26.772661,26.509162,17.119368,22.356068,26.729936,20.996014,23.143706,18.738194,25.261363,24.377397,19.077549,24.245228,14.045845,24.250311,28.147852,16.595497,22.332622,26.010488,22.711914,24.669507,23.900029,29.710731,17.906394,24.875525,27.480525,24.820858,26.749085,27.295123,22.930647,19.287979,29.705153,27.859489,23.702291,24.058461,27.705279,25.785152,29.502287,27.492870,24.329957,28.156227,24.486252,25.484469,24.820288,26.270399,23.030706,26.291180,25.780158,25.319065,24.658363,24.839896,24.626409,22.780054,25.276767,27.121288,23.742049,27.931563,24.524780,23.757825,23.872780,24.845582,25.107033,27.383156,24.397885,22.696703,26.672088,27.381348,26.167156,25.031905,28.703543,24.798803,28.388307,23.319081,23.713830,27.222255,25.845287,26.969197,24.270843,25.823552,24.611715,26.869342
Không có tên,23.088218,23.437660,22.454733,23.701640,24.304312,22.816093,20.747369,25.399297,23.003052,22.809205,23.675382,23.185384,24.312803,23.205711,24.083423,19.509234,25.584804,23.433187,20.760998,11.705629,25.692671,27.487843,17.825202,24.848674,18.056363,22.995170,19.090826,25.471690,26.261240,23.626689,0.000000,25.190618,25.577727,19.756012,26.131861,25.268300,19.344423,16.628790,19.741463,24.443901,26.485605,27.149208,12.841517,25.361425,24.188081,22.901256,15.418138,26.982171,21.004246,12.687734,26.347663,25.297328,23.220297,20.714940,25.596622,24.480734,19.981913,22.481845,20.844156,14.727535,27.417707,20.919235,24.082314,22.085075,23.928916,21.863878,24.834136,31.606264,22.736143,24.803123,26.022230,23.338367,29.290488,26.809482,26.130026,22.374534,31.501585,18.990619,18.864842,21.401431,25.673263,23.144137,27.848152,28.159395,24.552681,28.639154,24.594795,26.101707,25.989757,23.159253,21.529829,23.385012,25.101582,22.556659,24.950880,22.323676,19.155626,23.822898,27.152014,25.624593,21.863793,29.378789,21.100812,21.653270,23.416771,22.104365,22.509105,25.752089,24.279033,20.282117,24.194798,22.228697,23.309143,22.549684,25.321391,23.970764,24.322497,22.115142,21.848993,22.903134,26.970916,23.074995,25.221621,22.533910,25.562798,22.874306
WinMart+,25.462265,26.920481,21.256162,25.597801,26.656609,23.589122,25.538492,27.763163,25.005903,23.638593,25.496689,26.462093,24.509426,25.170129,25.772450,22.911504,27.625352,25.677301,21.790764,26.332645,28.030312,18.879721,21.626817,26.558301,24.206196,25.133059,24.076061,27.443096,28.041072,25.552671,21.669601,0.000000,21.644662,25.535811,22.390361,27.043278,26.171958,21.226293,24.556974,22.819684,28.438298,16.327782,22.999319,27.201195,15.235900,24.647153,18.274520,22.515170,25.898795,18.319579,28.124777,26.816979,14.098135,25.338815,27.375038,25.790103,24.082081,20.801971,26.643166,26.177212,29.417887,25.240281,28.380554,25.999700,26.950226,25.069861,25.840834,24.344220,26.483008,18.168955,22.613283,27.818243,28.657200,28.610400,27.625265,26.599396,23.839947,23.714897,22.714774,24.481633,29.372035,28.637998,29.501855,22.031904,19.696634,29.319525,28.133730,19.229959,26.015449,28.588485,26.927361,28.707163,28.349890,27.957492,19.800882,24.646045,22.331379,27.954416,26.485510,28.903069,24.480121,25.233451,26.017947,24.287635,27.019732,24.732469,24.990156,28.932618,25.336771,25.493820,28.429550,24.488936,25.475732,24.836005,29.264441,28.646277,29.052300,26.842102,26.243658,28.642832,26.569734,28.304941,24.855627,27.665277,25.194857,27.296032
MM Mega Market Hoàng Mai,30.982944,33.512735,25.663995,21.415444,31.341891,28.359410,32.558515,21.604972,28.780021,29.324041,22.695857,32.375537,23.408717,19.427680,29.695827,29.960645,20.610665,23.750647,21.274481,31.266526,31.971002,29.692555,27.641609,24.742362,27.395932,23.405378,29.958650,19.308032,21.267746,23.859746,25.315257,29.378023,0.000000,28.805142,11.936413,24.678392,29.839833,26.317097,27.361262,25.509746,24.448507,31.883917,27.874315,19.748064,26.222510,23.218429,31.677374,17.229501,28.827171,27.431716,25.367001,23.842308,25.143677,28.126180,23.779019,20.169471,26.525486,14.142682,21.430950,27.171244,24.102832,27.934776,26.215038,28.638372,24.884659,27.387808,23.607143,35.283705,29.264712,26.589410,20.478946,27.857837,23.561488,23.593116,25.289884,24.695688,34.668513,30.925540,27.835322,26.583011,27.407713,26.783897,26.827111,31.432523,20.685318,25.142853,26.318557,22.225343,21.429946,26.873748,27.129290,26.866950,26.711419,26.384585,20.945015,27.301951,26.153880,26.352684,22.990627,27.120959,27.213483,25.462686,24.695537,27.056680,25.603641,27.590546,27.798391,27.184325,23.777217,25.218659,26.873687,27.057850,28.200497,27.474025,27.748843,27.745204,30.004941,27.620658,26.232601,27.135443,24.793326,28.789913,23.188309,27.960504,23.574743,28.080135
Trường Tiểu học Đại Kim,22.570893,22.623318,22.069716,22.539884,21.448489,23.614102,20.502880,23.978325,21.014164,21.787499,22.135526,22.454973,18.745851,21.786347,27.174536,19.384707,24.436133,20.514129,16.079303,20.577211,23.283360,26.258901,22.324080,21.545141,20.246925,17.113790,19.601700,24.486407,25.225211,18.283383,19.297898,24.426743,25.003018,0.000000,25.519963,26.387643,12.174007,20.085269,16.357384,23.859901,27.553439,26.031274,17.570033,24.430381,23.693994,17.777437,26.317768,26.181215,14.257371,18.963978,27.414680,24.076429,22.848096,19.202486,26.573280,23.740327,18.275549,22.257426,22.478703,23.620795,26.465407,16.770299,25.079455,22.972242,24.853186,22.168514,25.579151,29.943346,17.259508,24.271906,25.464272,24.672264,28.546983,25.951602,24.924148,24.730797,29.938076,20.560800,16.691590,18.192545,25.212564,24.160350,28.762336,27.263704,24.236061,26.687879,23.552109,25.596185,24.170889,22.553103,20.579210,24.456287,24.484138,21.696199,24.601517,19.759445,15.612357,23.982567,26.608274,23.179919,21.406242,28.571156,17.750939,18.712503,21.352094,19.118237,19.739886,25.160447,23.787585,20.238105,22.585770,19.749255,20.885331,20.038230,23.698428,23.860011,22.373231,19.940040,19.834771,24.443148,26.696816,20.963081,25.043038,20.582134,25.373607,20.926435
Không có tên,18.454182,31.527699,17.483301,21.567832,24.473504,23.260569,30.406237,21.849058,23.359333,28.257441,22.935436,30.502265,23.679295,19.427000,23.883491,28.906116,20.773094,24.023529,21.353785,29.833114,25.698579,28.479604,26.859585,25.051742,26.803258,23.638746,28.863506,19.304151,21.576627,24.109181,24.888968,28.304914,12.624522,28.034092,0.000000,25.000972,28.853351,25.766941,24.420701,25.025039,24.772914,30.435741,27.223234,19.792536,25.753961,23.406893,30.369795,13.759810,28.165231,26.923081,25.711140,24.068574,24.811958,27.549425,24.027947,20.224945,24.020405,13.772759,21.525782,26.609390,24.623929,27.386116,26.574231,28.033414,25.134187,26.930885,23.860644,33.481984,28.511149,26.117634,20.734009,26.491264,18.030417,23.953466,25.589877,24.928186,33.097125,30.131951,27.396602,26.252411,27.774681,27.114904,27.223775,30.470489,20.817610,25.592827,26.633135,22.160983,21.549434,27.184571,25.750160,27.201632,27.002896,26.663450,21.040531,26.910632,25.842385,26.633625,22.127040,27.450929,25.732262,25.593795,24.515810,26.679174,25.840364,27.167358,27.369613,27.514117,23.944621,25.034090,27.162774,27.387358,27.748330,27.091662,28.053499,27.400212,27.874186,27.259518,25.996879,27.421015,24.773159,27.222059,23.178216,26.633834,23.564747,27.699222
Không có tên,26.287257,28.786707,24.553435,26.024555,27.523875,24.397307,25.193177,29.908705,22.851005,27.832793,19.291837,29.312085,25.567625,22.907813,22.430280,26.454536,29.249031,26.095810,20.739202,28.803393,19.715569,30.846492,26.202057,25.236048,26.835956,25.027975,27.394175,28.265742,28.780217,25.862479,25.786604,29.046113,26.367380,23.954491,25.948301,0.000000,25.763266,25.520284,26.128107,27.400005,23.882510,30.371269,25.745918,27.906812,26.345573,23.027673,30.321219,27.443831,23.367480,23.972307,23.192516,20.738473,25.384002,26.270365,21.269647,23.995674,25.999281,24.825059,23.962675,26.675031,28.284844,25.595684,26.871755,27.516117,22.712899,26.402449,20.627153,33.747451,24.757979,27.288875,27.598554,26.761731,26.778061,27.434352,23.859965,22.963421,33.377126,30.294441,25.141059,25.218789,30.140058,28.232079,30.033799,30.309827,24.668385,28.458632,27.047767,25.987740,27.018537,28.273879,24.728966,28.613072,27.649264,27.129156,25.037998,26.063536,25.866701,26.848143,25.081331,29.146770,25.292058,28.166640,25.565830,25.105469,25.532064,26.231692,26.481537,29.287150,21.133069,23.597787,28.275851,28.555724,27.379809,26.244933,30.004518,25.719594,29.649391,24.502963,24.692799,28.686277,25.803597,28.186223,24.155752,27.034507,24.512434,27.863720
Cà Phê 3k,23.229442,23.374628,22.660215,23.650730,23.987143,22.962194,21.399484,24.841129,23.066186,22.929060,23.602080,23.397741,24.016710,23.230519,23.865209,20.858806,25.160322,23.399689,16.949986,21.962653,25.217658,26.516863,23.040873,24.485453,19.430939,17.651205,21.466883,25.118556,25.754962,18.384381,20.712197,24.853835,25.261792,14.948317,25.736873,24.916662,0.000000,21.152189,17.603934,24.234734,25.940729,26.294462,19.302073,25.036474,24.100479,23.205146,26.533812,26.366245,19.404477,20.284183,25.823739,24.434761,23.307382,18.621568,25.229650,24.325664,18.409118,22.648558,21.282852,24.011880,26.771651,19.613764,23.088601,20.395435,25.085946,20.417102,24.501118,29.751114,23.084883,24.604996,25.665903,22.473278,28.527626,26.305535,25.140697,24.999970,29.756390,21.040595,21.450608,20.893287,25.409821,22.406790,27.037826,27.349639,24.448193,27.934599,24.105806,25.740849,25.706715,23.439743,21.148829,22.625745,24.800674,22.533256,24.797497,22.239550,17.750651,24.393642,26.704914,25.554640,21.584076,28.546815,19.669151,21.240669,23.645159,21.856281,22.436983,25.434619,25.380633,21.543614,24.683652,22.057458,23.579751,22.483760,26.151701,25.621781,24.909758,21.912602,21.652552,22.970584,26.746222,23.201745,25.124135,22.530529,25.444185,22.897721
Không có tên,23.263651,23.543432,22.639679,23.827310,24.308800,22.228750,23.739308,25.343454,22.584816,21.985206,23.805134,18.945975,23.447930,23.354383,24.109175,19.767725,25.641580,22.892385,20.723088,20.760122,25.751472,21.202787,16.580090,24.068823,18.536320,22.579443,19.576827,25.525967,26.286146,23.126530,16.524215,19.676780,21.567910,19.896105,22.159033,25.334148,19.624083,0.000000,19.865294,22.329146,26.510451,21.285432,16.194475,25.417263,19.987706,22.567145,14.281837,22.265418,20.904949,14.951564,26.351414,25.351189,19.185065,20.673219,25.647181,24.543694,20.050952,20.896427,20.792199,13.669590,27.414853,20.840375,26.782235,21.805633,25.576895,21.549774,24.768545,26.878562,22.160169,20.983146,22.338097,22.868948,26.444301,26.822283,26.156031,25.490445,27.250883,14.702500,19.064923,21.273972,27.923741,22.798760,27.721664,24.484458,21.494459,27.510954,26.880818,21.681325,24.889444,22.792676,21.403271,22.931704,27.185276,22.254324,21.728998,21.973198,19.192798,26.851336,26.480691,27.646940,21.651408,28.358987,20.419743,21.395948,22.973709,21.781683,22.152890,27.711570,24.332253,19.751340,23.672252,21.909557,22.842866,22.199433,24.687193,22.938667,23.761162,21.832322,21.706585,22.596291,26.631427,22.712457,25.004342,22.316885,25.329615,22.519297
WinMart+,24.133543,24.765011,23.007558,23.924444,22.691366,23.625895,22.726212,26.155223,22.166669,25.842500,23.327322,21.500033,19.486034,22.834959,23.016255,19.814918,26.369482,21.917948,15.308627,20.057458,24.839004,24.710639,21.609309,22.964544,21.995566,16.874691,19.156750,26.090542,27.071301,18.627022,19.083238,23.375410,25.896857,16.662651,25.546335,24.751967,14.268562,19.768607,0.000000,25.148185,26.186390,24.586202,17.827088,25.928568,22.932885,17.869524,24.914908,26.816692,14.440752,18.898281,25.987609,19.923161,22.240196,19.110650,25.207677,24.771473,20.946178,24.649906,17.318402,22.843336,28.414269,14.868238,22.560401,23.792354,20.747528,19.608431,24.267396,27.832536,17.494879,23.469249,24.613937,21.288387,27.028454,27.579688,20.877666,23.319083,27.977293,20.279196,16.863034,18.342363,23.395857,21.391606,27.638683,26.003128,23.716881,28.383499,21.651214,24.824334,25.153231,20.123163,18.570671,21.826896,23.009312,19.658538,24.023943,19.884987,15.661708,22.481688,25.594406,22.013387,19.576440,28.154666,17.816392,18.822386,19.501073,19.253221,19.874247,23.073459,22.580343,19.462183,22.754142,19.861243,21.035311,20.160966,22.344089,23.057311,20.038198,20.030985,19.950551,22.737460,25.975484,21.083671,24.406419,22.494307,24.742102,21.030308
WinMart+,29.164785,30.995036,24.207910,22.794709,29.624558,26.996304,29.701645,23.055922,27.610873,27.637591,28.316097,29.872947,27.428022,21.240075,28.384804,28.375523,22.538560,28.092791,24.473475,29.233719,30.432819,27.796636,26.140600,28.647435,26.242263,27.471610,28.358536,21.890118,23.345169,27.759691,24.163381,27.670591,17.053502,27.527432,19.033354,29.277869,28.344420,25.063838,26.338074,0.000000,30.382673,29.952747,26.687155,22.007123,25.120418,26.719623,29.912684,17.548410,27.690728,26.427213,30.076662,28.805563,24.152062,27.071726,29.376944,21.693747,25.671741,14.594607,28.192983,26.053295,25.167957,26.919641,30.082453,27.601521,28.743925,26.506989,24.196157,33.279215,28.098148,25.550709,20.049198,27.048115,26.056952,24.659601,29.431703,28.299194,32.884007,29.808569,27.006982,25.834520,30.749920,30.090447,31.055983,30.097546,20.446578,24.716852,29.639112,21.963766,21.737490,29.949015,26.402556,30.110064,29.717093,29.314126,20.690654,26.552100,25.440841,29.357348,22.784841,30.223860,26.466431,25.235204,24.107305,26.290790,27.210381,26.787922,27.005074,30.215619,27.023571,24.664936,29.673775,26.343279,27.402793,26.732602,29.683383,27.096238,29.163678,26.930542,25.639836,29.835803,24.722488,28.025736,23.117987,27.278838,23.509502,27.389484
WinMart+,25.716839,27.519152,22.698011,23.002377,26.253980,24.108676,24.927828,25.536023,22.907054,26.863649,18.854685,28.292760,24.947366,21.250480,22.651993,25.846311,22.443503,25.399692,21.120560,27.974970,19.458530,29.706759,25.807200,26.103288,26.194326,24.669673,26.610694,25.088320,27.199919,26.368048,25.356264,28.232963,25.487848,23.778322,25.032139,22.060772,25.344007,25.148899,25.608763,26.923355,0.000000,29.335582,25.336636,23.443658,26.001030,24.081606,29.359264,26.641723,23.355916,23.881386,20.989555,19.374493,25.156089,26.529467,18.299181,23.186248,26.321737,24.052033,24.622727,26.199993,27.241510,25.850020,27.248172,27.638274,21.825586,26.586953,15.699755,32.204354,24.995459,26.859588,26.990711,26.924340,26.002746,26.522215,22.701708,22.203459,31.982833,29.598790,25.517751,25.505082,29.726668,28.207592,28.913056,29.546693,24.213848,27.608033,27.235464,25.404574,26.378556,28.227920,25.223341,28.490466,23.332810,27.232457,24.566490,26.180514,26.017852,21.079955,24.379123,28.927522,25.585920,27.403927,25.703727,25.354127,25.811414,26.371613,26.600769,29.039705,20.548423,23.846146,28.193865,28.424858,27.372503,26.364164,29.695648,25.817637,29.382679,24.768810,24.958416,28.555453,25.507025,28.109229,23.902570,27.084244,24.264080,27.802424
Trường Tiểu học Chu Văn An,28.534332,30.908507,26.887065,27.965276,29.434345,26.227102,30.166937,30.316932,27.157446,26.863277,27.916936,27.477364,26.889542,27.272754,28.068010,25.711889,29.887558,27.777072,23.468553,27.186634,30.483102,25.241393,24.382750,28.493662,25.022039,27.102176,26.608074,29.187969,30.057712,27.466362,15.894417,18.723591,24.489894,26.329267,25.069052,29.188613,27.011969,15.568656,25.311439,26.418520,30.492476,0.000000,18.455666,28.856874,16.733303,26.367129,17.861360,25.727750,26.536543,18.573323,30.170529,28.695418,15.769431,26.056431,29.169144,27.138939,24.797842,23.259198,28.101004,16.432709,31.139585,25.975826,30.230135,26.709125,28.578000,25.734652,27.554555,16.559852,27.179779,18.699426,25.037461,29.303017,29.238545,30.072699,29.455171,28.220737,29.087660,25.653611,23.423792,25.138561,31.024193,30.268930,31.371902,24.173159,20.693609,30.716166,29.767014,20.591716,27.236637,30.128032,28.252344,30.313596,29.857431,29.430918,20.931462,25.251291,22.995489,29.459842,27.685847,30.453621,25.115816,27.154556,27.267711,24.922477,28.431364,25.368994,25.626923,30.459542,26.627584,26.722578,29.865176,25.103640,26.086335,25.452867,30.621802,30.143578,30.384268,24.725388,27.387027,30.043558,27.374480,29.601750,25.597581,28.943897,25.927493,25.244651
AEON MaxValu Linh Đàm,22.051227,22.041173,21.651035,22.887273,23.211599,21.482046,19.869270,24.296420,22.141500,20.910104,22.858225,21.595884,23.029797,22.468067,23.220809,18.214047,24.713500,22.459439,20.118595,19.297962,24.751066,26.024738,17.603172,23.853551,16.701214,22.148679,16.562475,24.733374,25.451793,22.774887,12.505642,24.074953,24.793030,17.553363,25.347012,24.473148,15.977870,16.525777,18.102657,23.651508,25.666394,25.794478,0.000000,24.663378,23.365016,22.217415,17.877752,26.024345,19.001098,15.065143,25.532626,24.613135,22.488470,19.179538,24.877868,23.942797,18.709749,21.966611,21.383470,17.070225,26.635174,19.168415,23.303368,20.758503,23.332353,20.683668,24.124616,30.065795,20.838063,24.007344,25.299196,22.411347,28.543899,26.122635,25.424060,23.073850,30.048688,19.409279,17.714544,20.227774,23.084987,22.372466,26.959982,27.182425,24.076579,27.883004,22.044404,25.470033,25.434994,22.092857,20.494386,22.548592,22.869929,21.556244,24.441525,21.238570,17.913040,22.531490,26.522523,21.900298,20.795366,28.568958,21.619993,20.491311,22.424214,20.903260,21.367488,23.192856,22.595236,20.755125,23.249319,21.183316,22.227577,21.487829,24.443037,24.992614,23.355214,21.178736,22.530214,22.067704,26.658728,22.142488,24.979155,21.713377,25.314925,21.986794
WinMart+,25.416023,26.816666,23.633715,22.966842,26.774363,24.570341,29.711254,24.113080,24.649009,26.248628,24.600519,27.707470,25.332940,20.177701,25.464373,25.412871,22.914033,25.654772,22.019755,27.484564,27.911617,29.110515,25.727054,26.743130,26.163598,24.983306,26.012857,12.629205,21.677503,25.500469,24.963281,27.796122,20.919188,23.959117,19.908697,24.132302,24.964359,24.791794,25.650910,25.747477,23.795038,28.468014,24.945982,0.000000,25.884855,24.434592,28.521251,23.214257,23.729894,23.661433,28.034065,26.635919,25.114828,24.794130,23.053138,16.311041,24.973426,19.828961,22.077428,25.710749,21.378052,24.546173,26.033639,25.417321,26.785359,23.874363,22.949620,30.928366,23.034930,26.651937,25.072153,26.052833,22.083102,21.356142,27.503133,26.433875,30.779547,28.795961,22.533394,25.259687,27.417136,26.694383,29.512768,28.945899,22.094063,24.656158,26.162533,23.264204,19.194700,26.788779,25.252879,26.798520,26.592775,26.243267,22.316383,25.558753,25.484995,26.193781,19.954539,27.086704,25.275640,24.865066,25.291859,25.064594,25.382147,25.728158,25.897109,27.158776,25.118900,23.950024,26.799089,27.072678,26.373494,25.753030,27.775916,25.351045,27.586259,24.655959,24.827294,27.081790,24.508474,26.888627,22.800552,26.268790,23.228353,26.740560
WinMart+,24.360881,25.024643,20.367267,24.660871,25.235286,22.965677,22.965165,26.148809,24.211777,22.889463,24.528074,23.086379,23.738269,24.389625,24.751188,22.410925,26.280918,24.768401,21.634316,23.416559,26.508198,18.439042,21.563788,25.539205,22.472807,24.383249,23.274216,26.340870,26.730944,24.742998,20.263426,16.006406,20.877684,23.495847,21.498294,25.862053,23.789370,21.086302,22.932310,21.564049,27.065601,12.809952,22.547609,26.224639,0.000000,24.037145,19.091578,21.450122,24.017305,18.726363,26.775155,25.824672,11.697351,23.614168,26.289204,25.244614,22.717943,20.368369,25.862677,23.433185,28.011297,23.559868,27.078693,24.210685,26.026591,23.554216,25.004981,20.276490,24.434340,15.348279,21.850942,26.825920,27.117031,27.598273,26.507431,25.745425,19.580780,21.588813,21.632317,23.201411,28.061822,27.460896,27.996979,18.933629,18.554788,28.241057,27.020881,17.787974,25.485523,27.482586,26.145354,27.513048,27.311173,26.972701,18.599426,23.383865,21.329234,26.969229,25.384165,27.717038,23.251534,24.160270,24.697589,23.046731,26.178504,23.406638,23.661461,27.751042,24.729372,24.190454,27.393594,23.291503,24.103870,23.579105,28.170747,27.137692,27.990498,23.063262,25.054053,27.619741,25.919456,27.386000,24.448190,26.843632,24.771084,23.560786
WinMart+,25.839222,27.162940,21.645379,22.316046,26.100070,21.347875,25.101029,23.881086,23.619809,23.414048,22.041179,27.855958,21.063597,23.904067,23.601881,22.464278,24.428362,18.966033,16.817915,22.319929,23.354166,29.075541,25.818828,23.479977,24.112752,17.548243,23.899480,24.543174,27.532740,17.338752,23.070339,27.866953,26.177918,17.990724,25.858793,21.419421,23.024255,23.119931,18.467275,26.784379,24.327202,28.779753,23.049472,24.476889,25.984442,0.000000,28.830231,27.011287,17.406045,21.878362,23.957179,18.589972,25.239207,18.775559,23.010813,24.345756,14.108760,24.985730,12.236346,26.148036,27.517173,16.865406,17.635179,24.161299,19.981721,22.666994,22.118722,31.250310,17.958596,26.738612,27.216149,22.567954,26.506398,26.962895,20.213620,17.284948,31.119435,29.206469,22.166905,22.782372,24.338345,22.775884,26.997294,29.089653,24.779466,27.750152,21.567974,25.823097,26.735882,23.755841,21.283648,23.331228,23.497300,23.169659,25.100081,23.383831,23.179757,20.656444,25.172057,24.414607,22.060171,27.578138,23.326873,22.277179,22.047824,23.231935,23.491329,24.792418,22.814050,21.773988,24.590784,25.792170,24.629103,23.609216,26.789319,23.709983,26.559702,22.047456,22.664013,25.272232,25.760376,25.374531,24.250365,24.360066,24.580481,25.551823
Trường Mầm Non Hoạ Mi,28.298233,30.229015,26.839614,27.819230,29.067094,26.200348,29.713790,29.881355,27.065745,26.749899,27.752970,27.329171,26.804669,27.195125,27.888616,25.723225,29.573300,27.641772,23.624312,27.088502,30.096475,25.444982,16.147715,28.311403,17.292530,27.027521,16.996845,28.985943,29.766510,27.365540,15.384872,19.958501,24.593932,19.526876,25.136129,28.945965,17.834819,14.756069,19.566690,26.401851,30.171726,18.036936,18.079452,28.688270,17.900950,26.342012,0.000000,25.757653,19.241331,18.081610,29.860396,28.528298,16.952617,20.273877,28.972965,27.086657,19.825892,23.417584,28.004081,15.045267,30.822451,19.270086,29.940975,21.112184,28.444815,20.871295,27.442902,28.270901,20.005995,19.524838,25.101134,29.123915,29.081174,29.852258,29.241093,28.096374,28.587448,15.904963,19.011983,21.743069,30.725375,30.022750,31.005343,24.403846,20.945696,30.464184,29.547039,20.906832,27.184581,29.903107,28.156631,30.062036,29.659269,29.252931,21.172483,26.101653,26.018111,29.288072,27.612754,30.202273,20.251968,27.102543,23.369668,19.997017,28.300623,20.275609,20.616041,30.213566,26.601080,22.679431,29.666357,20.510847,25.549050,20.728731,30.396599,26.349549,30.174533,20.556178,24.009928,29.850487,27.343218,29.439979,25.608742,28.819519,25.928125,21.165399
WinMart+,32.188684,35.532325,26.528261,24.163790,32.666002,29.322144,35.008177,24.869023,29.626401,30.608678,30.699207,34.521061,29.629315,22.164124,30.696200,31.210404,24.389772,25.877678,25.679971,32.889524,33.250957,31.109995,28.638795,26.692987,28.225408,25.385269,31.221748,23.557048,25.962111,25.774336,26.072358,30.624384,17.431356,29.784172,20.493177,31.567650,31.038428,27.191957,28.108549,26.311874,26.654175,33.549272,28.762405,23.543881,26.901864,24.917224,33.182512,0.000000,29.699796,28.179190,32.395088,30.722879,25.714992,28.929364,25.743475,22.661883,27.142168,12.618122,29.624174,27.992696,27.743326,28.709187,32.189645,29.448674,30.472999,28.041808,25.513979,37.127282,30.183178,27.245532,20.934808,28.488070,26.981993,26.547058,31.395097,29.898405,36.277231,31.865711,28.484810,27.147531,32.691445,31.922012,33.327090,32.460638,21.016210,25.637758,31.428798,22.761941,22.277256,31.652513,27.693704,31.935240,31.344652,30.876379,21.328213,27.877753,26.678654,30.952483,23.427771,31.995195,27.801365,26.322227,25.108852,27.636789,28.525352,28.221078,28.423086,31.955882,28.233948,25.632595,31.238041,27.609067,28.832987,28.057350,31.189233,28.268413,30.714124,28.178626,26.700143,31.362528,25.016337,29.424840,23.341252,28.523437,23.738743,28.641030
