,depot,WinMart+,Trường Mầm non Thịnh Liệt (cơ sở Giáp Nh,Trường Mầm non Hoa Mai,Trường mầm non Vườn Hồng,WinMart+,WinMart+,Siêu thị Đức Thành,WinMart+,Siêu Thị T-Mart,Trường Trung học cơ sở Tân Định,Trường Tiểu học Hoàng Liệt,WinMart+,WinMart+,Cục Dự trữ Nhà nước khu vực Hà Nội,Trường Mầm Non Đại Từ,WinMart+,Cà Phê Parkland,Trường Mầm non Định Công (Cơ sở 3),Highlands Coffee,WinMart+,WinMart+,Trường Mầm non Hoàng Liệt (cơ sở Tứ Kỳ),WinMart+,WinMart+,Trường Mầm non Sao Mai,KFC,Trường Đại học Công nghệ và Quản lý Hữu ,Không có tên,WinMart+,Không có tên,WinMart+,MM Mega Market Hoàng Mai,Trường Tiểu học Đại Kim,Không có tên,Không có tên,Cà Phê 3k,Không có tên,WinMart+,WinMart+,WinMart+,Trường Tiểu học Chu Văn An,AEON MaxValu Linh Đàm,WinMart+,WinMart+,WinMart+,Trường Mầm Non Hoạ Mi,WinMart+,WinMart+,Trường Tiểu học Chu Văn An,WinMart+,WinMart+,Trường Mầm non A Tứ Hiệp,Cà Phê KOK,Không có tên,Trường Đại học Kinh tế - Kỹ thuật Công n,WinMart+,Trường Quốc tế Singapore,WinMart+,Trường Tiểu học Tam Hiệp,WinMart+,Delícia Coffee & Lounge,UBND phường Khương Thượng,WinMart+,Siêu thị B11 Kim Liên,WinMart+,Cà Phê Big One,Trường Mầm non Đại Thanh,siêu thị 24h ninja mark,Trường Mầm non Tứ Hiệp (điểm Cổ Điển B),WinMart+,Không có tên,Quan an Nam Nhu 1,WinMart+,Taste Tea,WinMart+,WinMart+,Trường Cao đẳng Hà Nội,TK mark,Hội đồng nhân dân - Ủy ban nhân dân phườ,Trung tâm Công nghệ Phần mềm Thủy lợi,WinMart+,Không có tên,Cafe Dinh,Trường Trung học cơ sở Yên Mỹ,WinMart+,Coffee Cây,Trường Mầm non Tứ Hiệp (điểm Đồng Trì),Trường Mầm non Lĩnh Nam (cơ sở 2),Chợ Nhân Chính,Cục Sở hữu Trí tuệ,WinMart+,Kho bạc Nhà nước Đống Đa,Tịnh Cafe,Trường Mầm non Yên Mỹ,WinMart+,5050 Rooftop Cafe & Pub,Thuế cơ sở 4 thành phố Hà Nội,Trường Trung học cơ sở Lĩnh Nam,WinMart+,WinMart+,WinMart+,Cửa Hàng Tiện Lợi BV Mart,Đảng uỷ - HĐND - UBND phường Thanh Xuân,Starbucks,WinMart+,WinMart+,WinMart+,Phường Ô Chợ Dừa,Chợ Xanh Văn Quán,Noble Moment,WinMart+,Co.opmart,WinMart+,9.0cafe,The Coffee House,Cục Tần số vô tuyến điện,Everything Coffee 'N Bagel,Starbucks,Chợ Trung Kính,Trường Mầm non Kim Lan,WinMart+,Trường Trung học cơ sở Văn Đức,Trung tâm Hỗ trợ doanh nghiệp Hà Nội,Trường Mầm non Văn Đức (điểm Chử Xá),WinMart+
WinMart+,31.345842,33.712143,35.626346,37.197381,29.725895,36.114408,35.519878,41.509606,33.999436,40.694811,39.223790,40.476951,36.018920,41.555713,42.792870,38.129808,41.877041,30.732521,29.719022,37.239388,42.921710,43.448922,37.583815,39.794178,41.596221,27.508744,41.488701,41.592604,47.950378,0.000000,39.104335,41.472452,41.412333,29.070101,40.788696,39.631616,38.898980,38.847232,29.873825,40.200320,44.000351,43.156600,38.940509,41.387571,38.801100,26.289348,43.499029,43.066492,27.812142,36.328147,43.515087,34.118297,37.597911,30.448862,41.044795,39.604495,31.003376,39.391268,22.826238,39.522918,45.740473,26.973851,36.431847,42.278851,36.912370,40.289171,39.055889,48.422251,29.363921,40.430674,44.665104,40.504720,43.478266,44.366232,37.283794,31.360535,48.484036,45.299197,38.539327,39.119532,45.165954,42.009465,48.139862,44.697722,39.557802,45.774659,39.934085,41.561606,40.353480,42.798329,37.448969,42.938123,41.927361,41.296359,40.101758,40.754068,40.314477,37.052505,41.103421,44.303778,38.702059,45.422601,40.104028,38.847956,38.987760,40.616405,40.994924,44.765763,39.683805,36.999841,43.578594,44.784449,42.835445,40.880580,46.945801,40.599586,46.486625,38.111595,38.585888,44.414486,42.046519,44.023262,39.485809,42.066039,40.040742,43.928307
Không có tên,36.482220,37.378220,35.986119,38.112361,39.293631,36.850627,33.472523,41.210418,37.220550,36.958069,38.339131,37.519308,39.408338,37.565033,39.063029,31.636908,41.483102,38.006503,33.643328,18.972839,41.674008,44.557382,28.896765,40.334531,29.309167,37.313599,31.171843,41.318491,42.635287,38.353694,0.000000,40.874392,41.505801,32.084939,42.410529,41.033756,31.419884,27.008037,32.062550,39.679059,43.010389,44.087264,20.861810,41.173856,39.269893,37.196561,25.040751,43.817651,34.110137,20.609235,42.809825,41.091562,37.707506,33.647783,41.573308,39.756978,32.460512,36.512289,33.861361,23.935526,44.536481,33.988199,39.145319,35.883682,38.874589,35.562037,40.416610,51.372531,37.130273,40.294267,42.275318,37.942104,47.586450,43.556224,42.465684,36.361864,51.216061,30.863580,30.658980,34.782449,41.735836,37.622371,45.276686,45.758250,39.899848,46.536468,39.985804,42.435978,42.232944,37.648883,34.990208,38.032074,40.801952,36.674137,40.555513,36.471157,31.226045,38.726795,44.127976,41.681973,35.548301,47.748403,34.358433,35.255835,38.080891,35.980427,36.604576,41.918035,39.464853,32.978958,39.360350,36.199276,37.990920,36.672900,41.233291,39.071948,39.653707,35.985048,35.525193,37.246423,43.845110,37.527592,41.001853,36.642495,41.556922,37.231757
WinMart+,40.558883,43.430299,34.254117,41.422077,43.601429,38.485842,41.238654,45.584740,40.847846,38.759900,41.682106,42.969783,40.159542,40.801935,42.294037,37.548992,45.212399,42.072008,35.392867,42.819990,45.871147,30.657391,35.120528,43.599342,39.726760,41.140012,39.827641,44.616775,46.001934,41.868009,35.669073,0.000000,35.221089,41.933327,36.454178,44.360883,42.984305,34.845225,40.292171,37.130099,46.564080,26.717253,37.790521,44.268724,24.795960,40.385759,29.904963,36.764034,42.278364,30.014902,46.218744,43.907283,22.952608,41.450197,44.682028,41.990639,39.433363,33.870700,43.604745,43.070795,48.026050,41.378278,46.743511,42.625843,44.058128,41.340291,42.638828,40.061570,43.856685,29.601518,36.842361,45.839628,46.692145,46.615841,45.334331,43.630047,39.293090,38.907820,37.255214,40.169835,48.356354,47.118986,48.617850,35.957283,32.195390,47.789046,46.338914,31.673884,42.407280,47.038568,44.039612,47.353846,46.549132,46.057599,32.472529,40.847781,36.928894,45.914534,43.187908,47.693481,40.309378,41.149329,42.979458,40.119823,44.577508,40.845583,41.221776,47.784890,41.373865,41.985123,46.928203,40.467455,42.135767,40.979829,48.359930,47.386862,48.070248,44.326200,43.114836,47.218726,43.357190,46.685327,40.561004,45.534581,41.115208,45.092868
MM Mega Market Hoàng Mai,49.349850,54.057909,41.342980,34.640394,51.244898,46.248245,52.578652,35.457278,46.989301,48.057986,37.083320,52.540246,38.334666,31.492822,48.704873,49.072822,33.711516,38.891439,34.532830,50.808420,52.286214,48.212242,44.885060,40.592161,44.932420,38.286186,49.527445,31.379818,34.866421,39.067032,41.641684,47.766189,0.000000,47.268827,19.419267,40.452529,48.973153,43.170964,44.860412,41.501241,40.001339,52.132389,45.766706,32.134192,42.669865,38.015846,51.797934,28.111277,47.021716,44.909425,41.654778,39.006182,40.928281,45.973389,38.781282,32.833409,43.399785,23.023570,35.046259,44.671261,39.316873,45.758759,43.142678,46.913852,40.647866,45.126572,38.921988,58.016880,48.424732,43.311359,33.358068,45.867623,38.381471,38.432986,41.467616,40.473869,57.094019,50.695650,45.615365,43.581237,45.084888,44.031546,44.173102,51.255357,33.782356,40.971850,43.312650,36.576706,34.924362,44.179673,44.331442,44.280784,43.821114,43.429229,34.319064,45.211366,43.213204,43.246079,37.479728,44.714264,44.771312,41.512707,40.759782,44.655286,42.204534,45.526118,45.814000,44.858268,38.792359,41.495366,44.320989,44.673260,46.601439,45.292501,45.814863,45.855752,49.602572,45.571286,43.057836,44.693644,40.447191,47.442660,37.829667,45.979035,38.460667,46.346657
Trường Tiểu học Đại Kim,35.723078,36.203245,35.401670,36.272805,34.774332,38.182133,33.095120,39.011357,34.024166,35.390387,35.867712,36.355072,30.420941,35.282666,44.162322,31.457966,39.642669,33.290623,26.067400,33.366291,37.785359,42.581886,36.203868,35.012205,32.890793,27.783425,32.090992,39.735719,40.973935,29.694156,31.432073,39.650116,40.588782,0.000000,41.433554,42.872013,19.783081,32.637558,26.578837,38.745263,44.763976,42.289812,28.557246,39.676488,38.481356,28.886652,42.760361,42.533071,23.162104,30.816654,44.562994,39.123946,37.115607,31.202983,43.174934,38.567311,29.699928,36.159638,36.530319,38.435261,43.004572,27.257819,40.847115,37.339747,40.390761,36.146495,41.732542,48.721098,28.258209,39.445397,41.383605,40.195587,46.395288,42.177623,40.522824,40.207653,48.782852,33.429390,27.138228,29.579488,41.033115,39.295621,46.853078,44.319328,39.400459,43.381515,38.345168,41.672367,39.291738,36.679404,33.458222,39.872866,39.815119,35.326034,40.004212,32.364039,25.514251,39.003363,43.260905,37.799401,34.832959,46.453905,28.976445,30.544376,34.809365,31.198341,32.173910,41.058860,38.682741,32.932340,36.835776,32.243568,34.127823,32.665721,38.689491,38.991928,36.570313,32.529245,32.266782,39.806469,43.420091,34.155774,40.730901,33.486257,41.268863,34.149016
Không có tên,29.411752,50.879179,28.168116,34.888137,40.016023,37.931094,49.113199,35.855485,38.133475,46.303715,37.467853,49.488055,38.769964,31.494248,39.163677,47.334240,33.968382,39.327855,34.662731,48.463374,42.015856,46.243660,43.615979,41.087959,43.947250,38.655543,47.705403,31.373215,35.361266,39.462103,40.927773,46.020262,20.527295,45.988072,0.000000,40.966679,47.337250,42.253128,40.024375,40.710683,40.516541,49.745059,44.680863,32.204683,41.905002,38.309366,49.639854,22.440888,45.922744,44.058859,42.203144,39.360038,40.385271,45.011706,39.170301,32.921106,39.284520,22.419536,35.186345,43.729824,40.149185,44.840884,43.716078,45.903030,41.037214,44.355744,39.324077,55.030901,47.159640,42.538529,33.770094,43.599197,29.368366,39.015977,41.940900,40.836645,54.482919,49.372497,44.876068,43.019722,45.668327,44.555710,44.806507,49.662898,33.982300,41.700159,43.810694,36.454357,35.114839,44.670157,42.057747,44.812368,44.278520,43.868149,34.459182,44.544326,42.679680,43.686329,36.067139,45.237612,42.314506,41.720882,40.444776,44.012163,42.574968,44.807194,45.086211,45.381443,39.045877,41.171853,44.776694,45.196207,45.832992,44.640858,46.296072,45.264424,46.058592,44.953928,42.649644,45.141892,40.408169,44.837123,37.807457,43.775649,38.438505,45.695921
Không có tên,41.643374,46.150551,39.405709,41.898339,44.689598,39.503744,40.678161,48.728797,37.033187,45.272565,31.281961,47.469678,41.547335,37.108412,36.501767,42.988657,47.465364,42.388507,33.630562,46.717144,32.004756,50.033488,42.503221,41.064636,43.652469,40.643524,44.911990,45.880285,46.787375,42.015714,42.057770,47.160444,42.814430,38.974600,42.139464,0.000000,41.919134,41.502102,42.467776,44.505300,38.811054,49.354116,41.901127,45.334028,42.798643,37.428325,49.278496,44.595838,37.971843,38.965864,37.745638,33.708948,41.245253,42.699140,34.566521,38.991589,42.263011,40.340709,38.951947,43.461961,45.972440,41.613320,43.824077,44.737490,36.921800,43.107436,33.698488,54.983218,40.591092,44.359846,44.863667,43.657909,43.531671,44.598948,38.803545,37.344616,54.459177,49.268973,40.887294,41.014990,49.117367,45.978640,48.989651,49.284203,40.114191,46.272116,44.095035,42.366264,43.932674,46.043748,40.216269,46.712920,44.975438,44.231203,40.725932,42.748871,42.330363,43.676965,40.789798,47.594008,41.211290,45.809310,41.790539,41.035802,41.680548,42.865357,43.221086,47.859081,34.376441,38.451480,46.179460,46.686194,44.802729,42.842825,49.053043,42.089936,48.531926,40.028819,40.183514,46.781209,41.981095,45.988456,39.300716,44.016915,39.881306,45.533411
Cà Phê 3k,36.813423,37.449649,36.374051,38.082010,38.914383,37.147303,34.555266,40.436062,37.360163,37.261235,38.256530,37.891795,38.989276,37.630785,38.798810,33.861760,40.828302,37.983490,27.484731,35.620238,40.934200,43.008717,37.373569,39.802706,31.574669,28.662133,35.158611,40.768749,41.843604,29.864372,33.746198,40.350138,41.015602,24.295587,41.792129,40.489986,0.000000,34.377979,28.609718,39.359876,42.151298,42.724634,31.380140,40.666751,39.147178,37.712556,43.118362,42.840080,31.528578,32.967361,41.984393,39.712460,37.866810,30.263567,40.997559,39.523428,29.921501,36.799851,34.591985,39.080745,43.507998,31.884263,37.613657,33.156250,40.774565,33.299087,39.983946,48.419140,37.806841,39.991626,41.716377,36.621591,46.369436,42.757987,40.880725,40.650966,48.497954,34.214250,34.880533,33.975356,41.362969,36.451042,44.053670,44.464207,39.750157,45.413293,39.254990,41.916774,41.793110,38.128487,34.388475,36.896633,40.335227,36.696599,40.328063,36.435791,29.015731,39.677125,43.422843,41.680974,35.129301,46.419446,32.114988,34.678909,38.555874,35.674364,36.577585,41.515440,41.277811,35.063521,40.265879,36.020060,38.539491,36.659984,42.704058,41.880558,40.725750,35.754784,35.228297,37.415708,43.505125,37.810855,40.867176,36.660939,41.388060,37.373747
Không có tên,36.881211,37.749639,36.348277,38.372316,39.460637,35.982014,38.338378,41.278539,36.588503,35.748236,38.589229,30.685377,38.087461,37.835194,39.217853,32.108629,41.613005,37.168298,33.606102,33.673037,41.804269,34.392730,26.896222,39.147404,30.137845,36.667822,32.082400,41.433846,42.711993,37.570941,26.938238,31.948140,35.021311,32.355413,35.985662,41.171984,31.914054,0.000000,32.287683,36.268287,43.080808,34.588708,26.342780,41.289020,32.469598,36.678875,23.210493,36.180173,33.969498,24.302447,42.864516,41.205432,31.172131,33.600757,41.679602,39.881094,32.592799,33.955826,33.797299,22.260580,44.557085,33.881070,43.655751,35.451773,41.576088,35.166590,40.443759,43.768974,36.314094,34.108036,36.310843,37.287830,42.987183,43.601995,42.535622,41.452271,44.440009,23.910038,31.004054,34.597566,45.481190,37.109838,45.194014,39.809945,34.951068,44.728884,43.799190,35.326598,40.468432,37.097229,34.805677,37.417499,44.217921,36.263427,35.341368,36.021254,31.391900,43.679189,43.062752,45.120271,35.259446,46.118955,33.360436,34.953326,37.483279,35.573926,36.135978,45.259215,39.577308,32.165509,38.639255,35.800264,37.357939,36.218240,40.337224,37.517898,38.871853,35.645561,35.320612,36.828313,43.323865,37.035981,40.677485,36.317869,41.206897,36.778635
WinMart+,38.273820,39.740999,36.945950,38.534533,36.859574,38.268012,36.706763,42.628381,35.933273,42.046988,37.833894,34.825736,31.671755,36.997689,37.463626,32.205342,42.798556,35.608222,24.828297,32.536747,40.326945,40.086900,35.058186,37.374589,35.784454,27.406347,31.414856,42.354752,44.015073,30.264227,31.129958,37.957539,42.055046,27.114101,41.491071,40.231132,23.219100,32.152258,0.000000,40.851676,42.558778,39.956724,29.016742,42.124287,37.258088,29.046834,40.495424,43.580416,23.467992,30.720687,42.299232,32.386236,36.140022,31.064337,40.969670,40.255451,34.051497,40.059241,28.153584,37.223218,46.186244,24.174397,36.797406,38.685829,33.729314,32.019071,39.651035,45.351190,28.688096,38.153482,40.014730,34.733051,43.941750,44.838283,33.955569,37.925416,45.653979,32.982864,27.426318,29.833237,38.130646,34.841568,45.087820,42.284123,38.569309,46.152864,35.300848,40.473761,40.902186,32.773345,30.202953,35.638054,37.430042,32.054367,39.078746,32.619948,25.633481,36.575587,41.626653,35.949844,31.901076,45.792482,29.126585,30.769504,31.838472,31.465403,32.440543,37.709372,36.732715,31.715495,37.165523,32.475214,34.425175,32.914575,36.533512,37.737714,32.803766,32.726729,32.467953,37.083335,42.263003,34.403237,39.710650,36.627561,40.257094,34.370260
WinMart+,46.620043,50.154680,39.081953,36.940829,48.528085,44.097318,48.002459,37.900220,45.142895,45.359627,46.325954,48.535825,44.974670,34.446929,46.614327,46.532267,36.906838,46.054216,39.763406,47.553654,49.825032,45.150081,42.462692,47.052185,43.088003,44.984645,46.945039,35.596536,38.312348,45.499181,39.792398,45.003176,27.755178,45.219559,30.993897,48.040705,46.567137,41.157007,43.226168,0.000000,49.758660,49.021802,43.861966,35.819624,40.887255,43.790580,48.958796,28.658083,45.209668,43.306521,49.437853,47.170946,39.324414,44.291435,47.954888,35.323975,42.042791,23.765467,46.147718,42.877058,41.091913,44.138132,49.559170,45.258572,46.995396,43.722155,39.936498,54.776268,46.548926,41.630258,32.666520,44.580665,42.457519,40.180609,48.304928,46.423692,54.211320,48.911068,44.299870,42.394437,50.633468,49.516140,51.188712,49.122853,33.423160,40.288252,48.826618,36.182720,35.434880,49.283638,43.183744,49.677610,48.798659,48.299980,33.934388,44.019843,42.080945,48.223060,37.154185,49.881861,43.585448,41.152847,39.831116,43.437174,44.899291,44.248228,44.552171,49.912762,44.128976,40.624424,48.989815,43.539589,45.332002,44.115500,49.060724,44.831407,48.263942,44.478906,42.125278,49.190689,40.342820,46.230220,37.725408,44.901781,38.364875,45.253877
WinMart+,40.882932,44.278213,36.465630,37.063934,42.747924,39.140905,40.274728,41.717507,37.219004,43.811280,30.650744,45.843966,40.643446,34.441605,36.957838,42.107103,36.508879,41.362447,34.267138,45.397362,31.644392,48.209509,41.883850,42.584191,42.717281,40.121133,43.747348,40.744034,44.330296,42.918528,41.464641,45.864787,41.408422,38.786940,40.673613,35.943624,41.342863,41.002983,41.729100,43.755408,0.000000,47.698551,41.341399,38.104985,42.262340,39.182113,47.742333,43.316599,37.974069,38.849260,34.247836,31.509730,40.897066,43.144263,29.755249,37.696364,42.810703,39.105100,40.046564,42.797541,44.300444,42.068837,44.553075,44.979418,35.498710,43.522269,25.716215,52.604548,41.091886,43.686264,43.899822,44.038007,42.294816,43.140014,36.975913,36.146303,52.320807,48.194791,41.535743,41.531596,48.569433,46.057620,47.285398,48.071301,39.398071,44.914816,44.517003,41.523940,42.917034,46.088289,41.044716,46.636029,38.014678,44.516400,39.983538,43.058569,42.692984,34.352283,39.671865,47.362112,41.799893,44.596282,42.129214,41.554094,42.249510,43.210473,43.532242,47.583389,33.447015,38.959529,46.170194,46.599094,44.913891,43.154108,48.681141,42.367066,48.228539,40.573939,40.671689,46.694145,41.527100,45.987686,38.915605,44.216433,39.504541,45.558303
Trường Tiểu học Chu Văn An,45.406940,49.779669,43.203313,45.088924,47.966150,42.614544,48.745563,49.568444,44.159781,43.846052,45.418447,44.528139,43.842575,44.207604,45.831190,41.921567,48.656595,45.270153,38.081702,44.123797,49.612200,40.968356,39.577239,46.521377,40.838566,44.112196,43.780454,47.408740,49.027694,44.742266,26.013600,30.421312,39.793088,42.983353,40.739785,47.595883,44.100217,25.404267,41.278697,42.941987,49.622010,0.000000,30.139020,46.911368,27.202989,42.935939,29.049916,41.837496,43.152506,30.239029,49.269355,46.683985,25.641228,42.382072,47.438207,44.130049,40.345138,37.822349,45.711146,26.865291,50.647958,42.308286,49.470776,43.503185,46.489341,42.163181,45.173294,27.072892,44.722240,30.419545,40.730265,47.969808,47.566677,48.923970,48.016007,45.980686,47.625713,41.806200,38.159521,40.969462,50.733334,49.466156,51.351538,39.336597,33.676996,49.981234,48.697262,33.686666,44.321994,49.233376,45.982921,49.664014,48.686719,48.152441,34.088844,41.567886,37.767428,48.050044,45.062432,49.905176,41.068133,44.199970,44.732750,40.883356,46.579645,41.605096,41.976164,49.954978,43.351871,43.697968,48.951303,41.191763,42.842595,41.700176,50.245233,49.511387,49.918416,40.539813,44.669160,49.172181,44.578112,48.473666,41.685250,47.295120,42.222926,41.405039
AEON MaxValu Linh Đàm,35.021483,35.376662,34.792756,36.885780,37.688601,34.776645,32.103798,39.576613,35.883147,33.999389,37.069783,34.988945,37.403881,36.409900,37.768033,29.579741,40.119474,36.472297,32.633493,31.308712,40.191247,42.223395,28.561843,38.788471,27.147495,35.976717,27.139510,40.154310,41.364841,37.007851,20.382263,39.095363,40.264517,28.537344,41.169085,39.780939,25.977879,26.866824,29.428594,38.420995,41.715801,41.922161,0.000000,40.069281,37.960557,36.116018,29.058519,42.293700,30.879747,24.490603,41.522377,40.011090,36.543520,31.176942,40.434075,38.908800,30.416503,35.698525,34.762602,27.788594,43.294535,31.166901,37.971993,33.753515,37.931535,33.741930,39.379347,48.940560,34.137878,39.026979,41.127402,36.528256,46.403750,42.467842,41.349777,37.526284,48.984247,31.567655,28.810802,32.899448,37.584967,36.400916,43.935018,44.199597,39.152513,45.336582,35.904205,41.482739,41.357797,35.943735,33.329801,36.777757,37.201920,35.111158,39.755896,34.804996,29.287678,36.654864,43.132694,35.726985,33.850410,46.462280,35.307084,33.461855,36.571161,34.125090,34.839699,37.863199,36.753133,33.784625,37.932446,34.598926,36.336567,35.041579,39.921047,40.860015,38.191609,34.562954,36.662128,35.949829,43.368719,36.089644,40.636849,35.337425,41.183340,35.892645
WinMart+,40.727202,43.492761,38.222840,37.281597,43.934821,40.199460,48.055289,39.702612,40.361421,43.147017,40.306799,45.079805,41.601516,32.760325,41.881413,41.735267,37.575781,42.118640,35.825004,44.769209,45.762633,47.312400,41.803458,43.989186,43.021764,40.968000,43.130761,20.564651,35.627173,41.856030,41.171827,45.268688,34.093265,39.415798,32.463925,39.655335,41.074631,40.770169,42.159991,41.957189,39.025922,46.658520,41.061622,0.000000,42.145795,40.103355,46.747963,37.964530,38.797817,38.830361,46.149294,43.680945,40.906632,40.623402,37.685568,26.568933,40.958356,32.300685,36.189653,42.377586,34.954136,40.305653,42.955011,41.738488,43.856750,39.441268,37.938604,50.984830,38.222935,43.441417,40.866353,43.006759,35.996458,34.811388,45.206845,43.428050,50.820739,47.319940,37.016770,41.513100,45.215186,43.994975,48.720816,47.312389,36.169531,40.205859,43.166337,38.384606,31.302770,44.151028,41.364634,44.283725,43.734517,43.307744,36.655900,42.442575,42.222026,43.092307,32.552982,44.775196,41.689351,40.566834,41.855188,41.477590,41.949007,42.565722,42.792049,44.935113,41.080209,39.508831,44.314640,44.817338,43.700162,42.566846,45.982277,42.012286,45.727971,40.787759,40.853644,44.721194,40.012191,44.425358,37.224724,43.307250,37.923742,44.253092
WinMart+,39.132379,40.686143,33.016660,40.124651,41.508233,37.663324,37.228004,43.158804,39.740677,37.716885,40.285531,37.650146,39.078791,39.692240,40.810071,36.897162,43.204661,40.765851,35.283774,38.236908,43.572126,30.042144,35.102096,42.117904,37.049058,40.087627,38.693045,43.000837,44.048470,40.719850,33.509980,26.135234,34.114007,38.757750,35.147896,42.612585,39.247863,34.770969,37.794544,35.233426,44.511025,21.052584,37.216751,42.813308,0.000000,39.559848,31.378375,35.175650,39.375599,30.817158,44.201100,42.468941,19.065819,38.798095,43.095034,41.150073,37.363870,33.203140,42.513545,38.733889,45.928013,38.796019,44.808025,39.870485,42.735242,39.025434,41.456861,33.522467,40.664477,25.042212,35.643835,44.412086,44.236735,45.021537,43.696003,42.419191,32.424852,35.579467,35.639717,38.241459,46.414444,45.391373,46.355109,31.036632,30.463790,46.090319,44.714695,29.436266,41.597087,45.428726,42.951758,45.600297,45.049071,44.644523,30.641105,38.948638,35.443817,44.500507,41.447381,45.955340,38.466154,39.452183,40.995451,38.253952,43.396129,38.842509,39.216518,46.054835,40.563362,40.026611,45.436003,38.675893,40.062096,39.092908,46.779226,45.111755,46.541255,38.270494,41.352607,45.749871,42.417509,45.386699,39.953340,44.390948,40.481673,39.111525
WinMart+,41.129534,43.751107,34.806264,35.985635,42.512601,34.666558,40.573170,39.022354,38.380237,38.189689,35.831558,45.152032,34.316711,38.753517,38.507932,36.595808,39.734249,30.882986,27.292815,36.229333,37.974438,47.194603,41.910539,38.300678,39.317926,28.534079,39.290295,39.865681,44.865147,28.216118,37.721903,45.277054,42.536195,29.340782,42.023250,34.891113,37.551095,37.686722,30.085121,43.534882,39.564017,46.802815,37.600996,39.788164,42.238669,0.000000,46.889342,43.923405,28.303978,35.588245,39.080151,30.238344,41.035365,30.538491,37.421019,39.584490,22.950334,40.626179,19.903985,42.701915,44.753732,27.438864,28.827933,39.310469,32.503369,37.096592,36.222094,51.031916,29.517940,43.491860,44.268824,36.902641,43.116182,43.858972,32.912323,28.129448,50.894086,47.539404,36.075257,37.084964,39.753293,37.176668,44.138935,47.330459,40.321132,45.147469,35.242191,42.194518,43.499608,38.773485,34.636044,38.179131,38.268511,37.862474,40.855070,38.449067,38.024945,33.649413,40.962848,39.960334,36.027090,44.880346,38.221391,36.499470,36.076865,38.053554,38.430339,40.610419,37.135688,35.560833,40.255883,42.268957,40.399190,38.630832,43.901642,38.895408,43.580395,36.103120,36.917351,41.309549,41.939245,41.497847,39.481310,39.752936,40.019079,41.854994
Trường Mầm Non Hoạ Mi,45.112389,48.763568,43.165721,44.893141,47.412384,42.605878,48.035700,48.896214,44.040888,43.692587,45.180427,44.304862,43.732105,44.095989,45.567208,41.964808,48.171448,45.074863,38.345649,43.977649,49.007736,41.309431,26.216793,46.249094,28.238219,44.011432,27.984993,47.092200,48.576717,44.598739,25.193517,32.435292,39.971634,31.893751,40.858482,47.221885,29.131320,24.089510,31.924385,42.924259,49.120053,29.343764,29.538372,46.646342,29.106358,42.912386,0.000000,41.895967,31.296598,29.450073,48.784488,46.429790,27.570078,32.984423,47.129594,44.052858,32.268019,38.086620,45.564313,24.607946,50.142932,31.398217,49.019920,34.400034,46.282952,34.211212,45.011742,46.238591,32.935766,31.767759,40.840791,47.697766,47.318649,48.573503,47.684888,45.794829,46.827245,25.928918,30.983508,35.448686,50.265533,49.083639,50.773220,39.719646,34.094148,49.579435,48.357370,34.216265,44.244585,48.885014,45.836388,49.272975,48.381119,47.880703,34.493333,42.988752,42.751244,47.787160,44.950822,49.514196,33.127957,44.122501,38.354622,32.817689,46.384615,33.266121,33.782275,49.572586,43.316635,37.100634,48.645525,33.669948,41.978514,33.974219,49.896811,43.298440,49.595482,33.717797,39.174563,48.875062,44.534611,48.227621,41.710156,47.109021,42.230750,34.728601
WinMart+,51.436794,57.455771,42.755650,39.082704,53.407274,47.793240,56.606062,40.790240,48.320052,50.113919,50.094667,55.977803,48.455740,35.947680,50.274959,51.038956,39.823574,42.300546,41.695198,53.411850,54.275299,50.522531,46.511490,43.712168,46.204711,41.438394,51.536446,38.285938,42.473557,42.109896,42.802997,49.788386,28.341623,48.769856,33.324707,51.628530,50.826736,44.504223,45.977915,42.796729,43.503493,54.718941,47.113831,38.299524,43.761804,40.695493,54.120539,0.000000,48.330496,46.014520,53.063700,50.130758,41.841203,47.160411,41.897244,36.874957,44.290313,20.532625,48.314321,45.905815,45.157056,46.900652,52.841951,48.109913,49.637309,46.088324,41.960882,60.886835,49.826341,44.354814,34.081221,46.782601,43.928038,43.220028,51.334475,48.862464,59.585067,52.088614,46.546335,44.379545,53.628356,52.331646,54.725647,52.865777,34.230157,41.750409,51.578623,37.355053,36.280397,51.887350,45.118549,52.488452,51.270763,50.678236,34.842476,46.043648,43.960068,50.642962,38.163608,52.600974,45.604565,42.881193,41.325424,45.483890,46.885093,46.433623,46.707239,52.580568,46.007993,42.050331,51.368731,45.451884,47.510271,46.117352,51.345159,46.585642,50.628345,46.354001,43.688150,51.498713,40.775483,48.341960,38.045744,46.759048,38.694100,47.131084
